symbol,span,strategy,n_trades,win_rate,net_expectancy_r,ci_low,ci_high,t_stat,significant,total_net_r,max_dd_r
gold,2024-04-22 -> 2026-09-14,rsi_mean_reversion,38,0.5263157894736842,0.24883012417534536,-0.13527026742245654,0.6329305157731473,1.269738469557103,False,9.455544718663123,3.307220769855404
gold,2024-04-22 -> 2026-09-14,donchian_breakout,614,0.38599348534201955,0.05376706962955656,-0.05230595442663971,0.15984009368575283,0.9934991239440851,False,33.012980752547726,23.528266705532232
gold,2024-04-22 -> 2026-09-14,trend_pullback,147,0.3877551020408163,0.04831801198797717,-0.1635900396816788,0.2602260636576331,0.44690752781809584,False,7.102747762232644,14.914355889213535
usdjpy,2023-11-28 -> 2026-09-14,rsi_mean_reversion,56,0.42857142857142855,0.04100865322232784,-0.2952050835419149,0.37722238998657054,0.23906506940887992,False,2.2964845804503593,8.098300182135299
usdjpy,2023-11-28 -> 2026-09-14,donchian_breakout,787,0.38246505717916135,0.022515075215674002,-0.06907878295369607,0.11410893338504408,0.4817959228349048,False,17.71936419473544,36.308195728092386
usdjpy,2023-11-28 -> 2026-09-14,trend_pullback,188,0.3829787234042553,-0.010426525917773098,-0.1965380768673377,0.1756850250317915,-0.10980506419170799,False,-1.9601868725413425,16.13674490900432
gold,2024-04-22 -> 2026-09-14,bollinger_reversion,652,0.3773006134969325,-0.05947145859155703,-0.15565647139847816,0.0367135542153641,-1.211873403535735,False,-38.77539100169518,59.007272599819494
usdjpy,2023-11-28 -> 2026-09-14,bollinger_reversion,815,0.35337423312883437,-0.11147976973223017,-0.19611321956148295,-0.026846319902977395,-2.581725654761724,False,-90.85601233176759,93.05712760515127
