datetime,open,high,low,close,volume
2026-05-31 23:00:00+00:00,159.38800048828125,159.39999389648438,159.29200744628906,159.36099243164062,0.0
2026-06-01 00:00:00+00:00,159.35299682617188,159.4709930419922,159.35299682617188,159.45399475097656,0.0
2026-06-01 01:00:00+00:00,159.44900512695312,159.49899291992188,159.44200134277344,159.48800659179688,0.0
2026-06-01 02:00:00+00:00,159.48399353027344,159.49899291992188,159.44500732421875,159.46400451660156,0.0
2026-06-01 03:00:00+00:00,159.45799255371094,159.48699951171875,159.42999267578125,159.4720001220703,0.0
2026-06-01 04:00:00+00:00,159.4720001220703,159.48300170898438,159.44700622558594,159.4530029296875,0.0
2026-06-01 05:00:00+00:00,159.4530029296875,159.48199462890625,159.4290008544922,159.46400451660156,0.0
2026-06-01 06:00:00+00:00,159.45899963378906,159.50100708007812,159.4080047607422,159.42599487304688,0.0
2026-06-01 07:00:00+00:00,159.41900634765625,159.48599243164062,159.4029998779297,159.4600067138672,0.0
2026-06-01 08:00:00+00:00,159.46099853515625,159.47500610351562,159.4340057373047,159.4459991455078,0.0
2026-06-01 09:00:00+00:00,159.447998046875,159.48300170898438,159.43600463867188,159.4510040283203,0.0
2026-06-01 10:00:00+00:00,159.4499969482422,159.47900390625,159.43600463867188,159.447998046875,0.0
2026-06-01 11:00:00+00:00,159.447998046875,159.4949951171875,159.43600463867188,159.49099731445312,0.0
2026-06-01 12:00:00+00:00,159.48300170898438,159.4949951171875,159.427001953125,159.47999572753906,0.0
2026-06-01 13:00:00+00:00,159.48199462890625,159.74200439453125,159.47900390625,159.7100067138672,0.0
2026-06-01 14:00:00+00:00,159.7209930419922,159.76400756835938,159.65199279785156,159.71600341796875,0.0
2026-06-01 15:00:00+00:00,159.7239990234375,159.73699951171875,159.57200622558594,159.65699768066406,0.0
2026-06-01 16:00:00+00:00,159.6540069580078,159.71200561523438,159.5590057373047,159.59500122070312,0.0
2026-06-01 17:00:00+00:00,159.6020050048828,159.6840057373047,159.56399536132812,159.6280059814453,0.0
2026-06-01 18:00:00+00:00,159.6300048828125,159.76499938964844,159.61199951171875,159.76400756835938,0.0
2026-06-01 19:00:00+00:00,159.75900268554688,159.76100158691406,159.64300537109375,159.6929931640625,0.0
2026-06-01 20:00:00+00:00,159.68699645996094,159.7050018310547,159.63600158691406,159.64100646972656,0.0
2026-06-01 21:00:00+00:00,159.64300537109375,159.6739959716797,159.531005859375,159.6020050048828,0.0
2026-06-01 22:00:00+00:00,159.6020050048828,159.67100524902344,159.56500244140625,159.6540069580078,0.0
2026-06-01 23:00:00+00:00,159.66099548339844,159.66099548339844,159.61099243164062,159.63499450683594,0.0
2026-06-02 00:00:00+00:00,159.63499450683594,159.7270050048828,159.62899780273438,159.66000366210938,0.0
2026-06-02 01:00:00+00:00,159.65699768066406,159.7239990234375,159.6300048828125,159.70700073242188,0.0
2026-06-02 02:00:00+00:00,159.70799255371094,159.72300720214844,159.67100524902344,159.70700073242188,0.0
2026-06-02 03:00:00+00:00,159.71499633789062,159.7239990234375,159.67999267578125,159.72000122070312,0.0
2026-06-02 04:00:00+00:00,159.71299743652344,159.72999572753906,159.70399475097656,159.7209930419922,0.0
2026-06-02 05:00:00+00:00,159.7209930419922,159.7429962158203,159.70599365234375,159.74099731445312,0.0
2026-06-02 06:00:00+00:00,159.73399353027344,159.7480010986328,159.67999267578125,159.69700622558594,0.0
2026-06-02 07:00:00+00:00,159.69700622558594,159.72799682617188,159.68499755859375,159.68899536132812,0.0
2026-06-02 08:00:00+00:00,159.6929931640625,159.74600219726562,159.64700317382812,159.7429962158203,0.0
2026-06-02 09:00:00+00:00,159.74400329589844,159.75100708007812,159.68800354003906,159.73500061035156,0.0
2026-06-02 10:00:00+00:00,159.73199462890625,159.75399780273438,159.7010040283203,159.72799682617188,0.0
2026-06-02 11:00:00+00:00,159.72799682617188,159.7519989013672,159.70700073242188,159.7469940185547,0.0
